DataZone,"2011Code	TDS"
S01006531,"	2.629418759"
S01006531,"	1.453298868"
S01006531,"	3.031053371"
S01006531,"	3.832345845"
S01006531,"	-0.369216745"
S01006540,"	-2.798732287"
S01006539,"	-2.783487458"
S01006540,"	-1.182450725"
S01006540,"	-5.812122797"
S01006540,"	-1.730779382"
S01006540,"	-4.505709407"
S01006538,"	-3.096205327"
S01006538,"	-3.707080372"
S01006538,"	-4.614876823"
S01006538,"	-4.178711829"
S01006543,"	-2.738853695"
S01006543,"	-3.247587523"
S01006543,"	-3.645938809"
S01006543,"	-3.799526648"
S01006543,"	-5.977798148"
S01006543,"	-4.294436645"
S01006537,"	-5.75925748"
S01006537,"	-4.202757415"
S01006537,"	-3.086941888"
S01006537,"	-4.568585943"
S01006537,"	-4.239091564"
S01006541,"	-4.165342519"
S01006540,"	-3.381958826"
S01006541,"	-3.827927548"
S01006541,"	-5.980677417"
S01006537,"	-4.719453786"
S01006543,"	-3.131551313"
S01006541,"	-3.51357119"
S01006541,"	-0.267118414"
S01006545,"	-4.852512382"
S01006545,"	-2.10824105"
S01006545,"	0.686751932"
S01006545,"	0.489273055"
S01006540,"	-1.035710559"
S01006545,"	-6.140951388"
S01006546,"	-4.158471259"
S01006546,"	-3.012314244"
S01006545,"	-4.145378925"
S01006546,"	-4.36799921"
S01006544,"	-2.157541413"
S01006546,"	-5.914309344"
S01006550,"	-3.382731023"
S01006550,"	-5.871535802"
S01006550,"	-6.174521862"
S01006530,"	-1.327531381"
S01006530,"	1.284793999"
S01006530,"	-0.778579477"
S01006529,"	-0.278344661"
S01006599,"	1.126640622"
S01006529,"	-0.238227294"
S01006532,"	-0.445178762"
S01006532,"	-2.464315011"
S01006529,"	-0.085422417"
S01006529,"	3.174866287"
S01006599,"	-0.001682587"
S01006529,"	-0.075514611"
S01006529,"	0.234050959"
S01006529,"	2.649688353"
S01006599,"	2.45004835"
S01006599,"	2.488797974"
S01006599,"	-0.320815887"
S01006600,"	-2.72134387"
S01006600,"	-5.139694687"
S01006542,"	-4.059705115"
S01006542,"	-5.664100644"
S01006542,"	-3.284842702"
S01006548,"	-3.183917347"
S01006548,"	-4.914661882"
S01006548,"	-4.185586769"
S01006550,"	-5.713527719"
S01006548,"	-5.338585773"
S01006544,"	-6.300805466"
S01006544,"	-4.357607524"
S01006544,"	-0.748953832"
S01006550,"	-5.822429092"
S01006550,"	-2.163763903"
S01006551,"	-3.645036058"
S01006548,"	-5.693597438"
S01006551,"	-0.324246882"
S01006551,"	3.425284314"
S01006547,"	4.713060275"
S01006551,"	3.496929625"
S01006551,"	-0.431367808"
S01006551,"	0.878166329"
S01006551,"	-0.20450859"
S01006547,"	-0.457082809"
S01006547,"	-6.115785789"
S01006547,"	7.17743801"
S01006547,"	-2.328552505"
S01006547,"	1.493939912"
S01006547,"	1.192623911"
S01006518,"	-5.998102429"
S01006518,"	-4.427368066"
S01006518,"	-3.404686657"
S01006517,"	-4.232603928"
S01006525,"	-1.612965816"
S01006525,"	-4.192126513"
S01006525,"	-2.458119776"
S01006519,"	-3.65417863"
S01006519,"	-6.254571542"
S01006525,"	-4.41087963"
S01006519,"	-4.07749472"
S01006517,"	-4.308598512"
S01006517,"	-1.977308209"
S01006517,"	-5.603381414"
S01006517,"	-3.986214626"
S01006517,"	-3.926679878"
S01006523,"	-1.960813592"
S01006523,"	-5.571773007"
S01006522,"	-5.594536005"
S01006523,"	-3.525491678"
S01006522,"	-4.066844378"
S01006522,"	-3.941421535"
S01006521,"	-4.677185632"
S01006521,"	-3.165221589"
S01006523,"	-0.706590795"
S01006523,"	-1.813028102"
S01006523,"	-5.207834638"
S01006523,"	-2.072667815"
S01006524,"	-2.097217242"
S01006524,"	-0.021947392"
S01006524,"	-1.530525725"
S01006524,"	-5.356814015"
S01006524,"	-3.218252093"
S01006525,"	-4.741362615"
S01006525,"	-3.618574755"
S01006519,"	-4.695208208"
S01006518,"	-4.811012562"
S01006518,"	-3.653993754"
S01006639,"	1.721189008"
S01006637,"	-2.493851978"
S01006637,"	-3.183869811"
S01006640,"	-3.003065066"
S01006640,"	-0.695243967"
S01006640,"	-0.321124021"
S01006640,"	0.753136193"
S01006640,"	2.081421583"
S01006640,"	2.852792682"
S01006637,"	5.21404255"
S01006639,"	6.173713016"
S01006637,"	4.319119248"
S01006639,"	4.670983145"
S01006639,"	1.451065121"
S01006638,"	6.214299052"
S01006638,"	3.418922829"
S01006639,"	0.838884624"
S01006639,"	1.958411403"
S01006638,"	1.88940678"
S01006639,"	6.93380162"
S01006639,"	2.924109022"
S01006638,"	4.220609965"
S01006638,"	2.584372102"
S01006638,"	-0.141033437"
S01006641,"	-0.284285234"
S01006641,"	-1.201908619"
S01006641,"	-1.473569001"
S01006641,"	5.134093777"
S01006641,"	-0.082084971"
S01006641,"	-3.62578095"
S01006641,"	0.622631817"
S01006644,"	3.613651217"
S01006644,"	1.133864346"
S01006641,"	5.775804733"
S01006641,"	3.175573252"
S01006641,"	-1.974149755"
S01006641,"	0.858005508"
S01006643,"	2.490563786"
S01006643,"	0.716653778"
S01006643,"	-1.461315922"
S01006643,"	0.183445599"
S01006643,"	-1.699140773"
S01006643,"	2.637662068"
S01006644,"	2.745679415"
S01006670,"	3.723060298"
S01006670,"	3.312483871"
S01006670,"	2.294276874"
S01006668,"	0.487132173"
S01006668,"	2.491778091"
S01006668,"	1.636596009"
S01006668,"	-2.333946407"
S01006669,"	1.65093167"
S01006669,"	2.588290389"
S01006669,"	3.995740608"
S01006669,"	4.41156138"
S01006669,"	3.010013197"
S01006672,"	-0.950795033"
S01006672,"	4.432590717"
S01006672,"	3.83596377"
S01006672,"	2.847529691"
S01006666,"	5.797302544"
S01006672,"	4.554456623"
S01006666,"	7.06557964"
S01006666,"	2.103159068"
S01006666,"	1.720535155"
S01006666,"	4.521980537"
S01006666,"	5.834964864"
S01006673,"	1.939309928"
S01006673,"	1.505708849"
S01006673,"	6.978196363"
S01006674,"	5.422724406"
S01006674,"	4.218288876"
S01006673,"	2.476348925"
S01006672,"	6.64827699"
S01006673,"	1.375291047"
S01006673,"	1.223221466"
S01006672,"	5.886398374"
S01006674,"	4.502789167"
S01006688,"	-2.470125793"
S01006688,"	-3.886132642"
S01006688,"	-3.032797585"
S01006688,"	-2.973750412"
S01006688,"	0.168799057"
S01006688,"	-0.043098728"
S01006688,"	-1.239282171"
S01006688,"	4.983788817"
S01006688,"	2.940919286"
S01006695,"	-1.035421343"
S01006686,"	2.249865046"
S01006687,"	-2.065933728"
S01006687,"	-2.52400301"
S01006687,"	-1.068057847"
S01006687,"	2.909707081"
S01006687,"	2.77805626"
S01006687,"	3.46646879"
S01006686,"	2.579287419"
S01006686,"	-2.162825286"
S01006687,"	2.643664065"
S01006686,"	2.301690305"
S01006685,"	2.874339018"
S01006685,"	2.341341083"
S01006681,"	-2.133254938"
S01006681,"	6.345604301"
S01006726,"	5.807120145"
S01006681,"	2.003584158"
S01006681,"	5.855106819"
S01006685,"	-0.015292853"
S01006685,"	4.468909981"
S01006685,"	2.088299044"
S01006687,"	2.972599848"
S01006685,"	2.778897549"
S01006693,"	5.216635023"
S01006681,"	0.708760063"
S01006685,"	5.441521006"
S01006679,"	-0.773952205"
S01006684,"	-3.908577557"
S01006684,"	4.251700834"
S01006693,"	1.816139944"
S01006693,"	2.240155723"
S01006693,"	-2.031523516"
S01006693,"	3.228345269"
S01006693,"	2.256127719"
S01006690,"	1.833124365"
S01006693,"	-0.420876701"
S01006690,"	-0.281481929"
S01006690,"	1.162610885"
S01006682,"	6.758172789"
S01006682,"	4.266097511"
S01006682,"	4.364706114"
S01006682,"	6.651565094"
S01006683,"	0.283574811"
S01006692,"	-2.330361996"
S01006683,"	0.859337041"
S01006683,"	2.004170792"
S01006692,"	-2.142868882"
S01006692,"	-1.767118774"
S01006683,"	6.90570439"
S01006683,"	6.201809505"
S01006683,"	5.846354631"
S01006683,"	3.679133647"
S01006683,"	6.687366351"
S01006682,"	3.370548965"
S01006682,"	6.443270942"
S01006684,"	7.648170457"
S01006679,"	2.224520167"
S01006684,"	6.846658773"
S01006684,"	0.693587259"
S01006679,"	-2.834057204"
S01006679,"	-1.821938427"
S01006679,"	-4.49668628"
S01006678,"	3.293596149"
S01006680,"	5.033575864"
S01006680,"	3.817412966"
S01006678,"	4.112811557"
S01006678,"	3.841311717"
S01006679,"	-4.870819218"
S01006675,"	6.087928881"
S01006675,"	4.391495648"
S01006675,"	6.048934681"
S01006675,"	-0.166660632"
S01006677,"	2.510055041"
S01006677,"	6.392669613"
S01006677,"	4.580377642"
S01006677,"	3.618427196"
S01006677,"	5.009832109"
S01006677,"	4.608196555"
S01006676,"	1.522703145"
S01006676,"	5.975671404"
S01006676,"	6.8821196"
S01006678,"	4.336182159"
S01006678,"	4.138275331"
S01006676,"	6.525332507"
S01006676,"	-2.619805485"
S01006680,"	3.967149753"
S01006678,"	4.307803216"
S01006680,"	4.911064488"
S01006678,"	5.808031133"
S01006678,"	6.785697012"
S01006680,"	5.945185363"
S01006680,"	4.601990936"
S01006680,"	5.011200773"
S01006678,"	0.891789534"
S01006678,"	1.372525193"
S01006659,"	-3.21516225"
S01006659,"	-0.022665469"
S01006659,"	-0.835330663"
S01006660,"	0.189530952"
S01006660,"	3.463457017"
S01006660,"	6.286978444"
S01006660,"	6.288078395"
S01006662,"	6.080485398"
S01006662,"	6.414928518"
S01006662,"	1.797270121"
S01006661,"	0.09516514"
S01006661,"	2.504025942"
S01006661,"	-1.587008172"
S01006661,"	-1.647373106"
S01006661,"	1.114538703"
S01006658,"	2.250219318"
S01006659,"	-0.521768615"
S01006658,"	2.138474365"
S01006658,"	2.387106709"
S01006658,"	2.981088741"
S01006658,"	4.873062533"
S01006658,"	6.482145315"
S01006665,"	1.671458744"
S01006664,"	2.833104027"
S01006663,"	-0.492728236"
S01006664,"	1.889741575"
S01006663,"	2.147877051"
S01006669,"	1.059262469"
S01006663,"	0.071853373"
S01006663,"	2.455592821"
S01006663,"	-0.089332836"
S01006665,"	-1.72336009"
S01006665,"	5.5104665"
S01006665,"	-1.547765983"
S01006665,"	0.355696454"
S01006665,"	1.38059699"
S01006658,"	1.913602121"
S01006658,"	5.103737742"
S01006642,"	0.007050383"
S01006651,"	3.545111229"
S01006652,"	2.989428429"
S01006642,"	-0.628382511"
S01006643,"	0.347737661"
S01006643,"	0.801947484"
S01006642,"	5.888713568"
S01006639,"	5.068093457"
S01006642,"	4.288015792"
S01006642,"	-0.363951929"
S01006649,"	5.855771889"
S01006651,"	6.25002388"
S01006649,"	1.855705434"
S01006649,"	-0.874338991"
S01006650,"	1.976893239"
S01006649,"	3.366270054"
S01006650,"	0.781392983"
S01006651,"	3.038287419"
S01006650,"	3.825723587"
S01006650,"	-0.211429318"
S01006650,"	1.889232549"
S01006655,"	-0.884098488"
S01006655,"	0.532868294"
S01006657,"	-0.007492616"
S01006650,"	-1.556379569"
S01006657,"	4.587753825"
S01006677,"	2.892560972"
S01006692,"	0.212075408"
S01006692,"	-2.067177062"
S01006692,"	0.068256735"
S01006692,"	-4.688228112"
S01006692,"	-2.118056018"
S01006689,"	-2.588653158"
S01006689,"	-2.112118302"
S01006689,"	-3.317422091"
S01006689,"	-4.613006195"
S01006689,"	-5.249984128"
S01006657,"	0.452684904"
S01006691,"	-0.222235804"
S01006691,"	-3.99590186"
S01006691,"	1.78272096"
S01006572,"	-4.637814124"
S01006572,"	-4.275038838"
S01006562,"	-4.598375012"
S01006562,"	-5.486422904"
S01006562,"	2.582261138"
S01006562,"	1.947932929"
S01006562,"	-4.302703591"
S01006563,"	1.381813014"
S01006562,"	-0.372942611"
S01006561,"	-4.279534861"
S01006561,"	-4.283243605"
S01006560,"	-1.453335769"
S01006560,"	-5.307408532"
S01006560,"	-0.726930336"
S01006560,"	-0.54130691"
S01006560,"	-4.537206057"
S01006561,"	-5.335485112"
S01006561,"	-2.668051674"
S01006563,"	0.637248069"
S01006559,"	-0.473976731"
S01006559,"	-3.14782973"
S01006560,"	-1.15840549"
S01006560,"	-3.2043111"
S01006563,"	-3.991452294"
S01006563,"	-1.558205818"
S01006563,"	-3.415815161"
S01006558,"	-4.750616298"
S01006558,"	-1.624495827"
S01006569,"	-5.088936711"
S01006558,"	-3.764399016"
S01006559,"	0.082146468"
S01006569,"	1.055089285"
S01006568,"	-0.443437437"
S01006566,"	-1.564172839"
S01006566,"	0.942156672"
S01006549,"	0.109785389"
S01006549,"	-1.105988375"
S01006572,"	-4.813858408"
S01006572,"	-1.389106874"
S01006572,"	-2.963730227"
S01006573,"	-4.605239528"
S01006573,"	-4.31209276"
S01006573,"	-2.699315658"
S01006574,"	-3.791098932"
S01006571,"	-5.13959236"
S01006574,"	-3.393165872"
S01006574,"	-2.490773286"
S01006574,"	-1.586002074"
S01006559,"	-3.020539554"
S01006559,"	-1.120054138"
S01006559,"	-4.16369425"
S01006570,"	-0.409068726"
S01006570,"	-4.180570219"
S01006570,"	-0.522671671"
S01006570,"	-1.059576671"
S01006570,"	-0.948891644"
S01006570,"	-4.937171834"
S01006568,"	-0.775759196"
S01006571,"	-3.079878573"
S01006570,"	0.698679546"
S01006571,"	-3.581244897"
S01006571,"	-2.80099031"
S01006571,"	-5.169972331"
S01006564,"	-0.229097378"
S01006564,"	-1.2688015"
S01006564,"	-3.687059449"
S01006564,"	0.121894352"
S01006568,"	-0.826586927"
S01006568,"	0.902495765"
S01006568,"	-0.647887036"
S01006569,"	-0.427149425"
S01006569,"	1.750995225"
S01006568,"	-0.891840293"
S01006568,"	3.468908576"
S01006568,"	2.212683968"
S01006567,"	4.368350894"
S01006567,"	2.218178336"
S01006567,"	3.805969635"
S01006564,"	1.113177181"
S01006564,"	-1.310787104"
S01006564,"	-2.840003439"
S01006565,"	-1.712113459"
S01006564,"	5.658855451"
S01006564,"	7.229311475"
S01006567,"	1.013491086"
S01006567,"	-2.071968581"
S01006565,"	1.359308434"
S01006565,"	0.140437456"
S01006565,"	2.420569402"
S01006567,"	0.581511152"
S01006656,"	-3.008888584"
S01006656,"	0.662305264"
S01006566,"	2.71126265"
S01006656,"	1.307078812"
S01006566,"	-1.055318175"
S01006566,"	0.121428246"
S01006566,"	-2.349508225"
S01006566,"	-0.156609156"
S01006705,"	2.322325096"
S01006705,"	1.655714515"
S01006705,"	-1.847911771"
S01006705,"	-2.096112096"
S01006705,"	2.542533987"
S01006705,"	0.885094456"
S01006705,"	-1.097342641"
S01006714,"	-0.381916148"
S01006707,"	7.61702952"
S01006714,"	-1.914218521"
S01006707,"	2.12519389"
S01006714,"	-4.29071231"
S01006714,"	-1.278816434"
S01006714,"	0.51197769"
S01006716,"	-3.921108633"
S01006729,"	3.40799495"
S01006716,"	2.886853824"
S01006718,"	3.267419"
S01006686,"	0.805086357"
S01006729,"	2.374672288"
S01006714,"	0.518568421"
S01006717,"	-1.340690944"
S01006714,"	3.487481365"
S01006717,"	1.496722509"
S01006717,"	-0.235917823"
S01006717,"	0.265207527"
S01006717,"	1.123037428"
S01006717,"	3.672930869"
S01006702,"	1.106686987"
S01006702,"	0.268674791"
S01006702,"	0.74327785"
S01006702,"	-0.977746688"
S01006702,"	1.665252488"
S01006702,"	0.473920279"
S01006717,"	-0.274202311"
S01006722,"	1.552849199"
S01006717,"	4.666887717"
S01006713,"	2.979190116"
S01006723,"	1.620310201"
S01006713,"	-0.299973209"
S01006722,"	1.412692299"
S01006715,"	0.048119459"
S01006722,"	2.788941292"
S01006722,"	1.795592689"
S01006722,"	-0.425887265"
S01006722,"	1.872775912"
S01006723,"	-2.163223334"
S01006723,"	-4.281134737"
S01006723,"	0.219444321"
S01006724,"	6.876184041"
S01006723,"	2.597899346"
S01006694,"	2.347708394"
S01006694,"	6.13911387"
S01006694,"	1.17239123"
S01006694,"	2.027730212"
S01006694,"	-0.136356849"
S01006696,"	1.096904538"
S01006694,"	-1.991675136"
S01006698,"	3.751198536"
S01006698,"	3.052571955"
S01006698,"	-0.356380085"
S01006698,"	1.833542481"
S01006697,"	-3.930481533"
S01006697,"	-1.259922801"
S01006697,"	1.325642522"
S01006697,"	4.150926075"
S01006697,"	2.825043348"
S01006697,"	1.598401783"
S01006696,"	4.828912115"
S01006696,"	-1.607208155"
S01006696,"	4.761724979"
S01006696,"	2.405830402"
S01006695,"	-0.759761526"
S01006700,"	3.20878452"
S01006695,"	0.061264888"
S01006695,"	-1.797562492"
S01006695,"	-3.835953178"
S01006695,"	1.714756721"
S01006699,"	1.278110892"
S01006699,"	-5.696956585"
S01006700,"	1.27635479"
S01006700,"	-4.294871732"
S01006563,"	-5.640058514"
S01006563,"	0.644866989"
S01006700,"	2.564077133"
S01006700,"	2.135136401"
S01006654,"	3.587439069"
S01006654,"	0.118025385"
S01006654,"	6.115053602"
S01006655,"	-1.796135157"
S01006655,"	0.032413235"
S01006655,"	1.255028156"
S01006654,"	2.200551355"
S01006653,"	1.03520089"
S01006657,"	-0.484861302"
S01006654,"	0.50184656"
S01006654,"	3.029076173"
S01006654,"	3.890979179"
S01006552,"	-4.733181224"
S01006552,"	-5.738294074"
S01006552,"	-4.347815419"
S01006552,"	-3.57727434"
S01006552,"	-3.352888857"
S01006556,"	-1.035002774"
S01006553,"	-3.534672044"
S01006556,"	-2.95940997"
S01006553,"	-3.231098469"
S01006553,"	-3.92795483"
S01006553,"	1.044752463"
S01006553,"	-2.005844898"
S01006556,"	-0.402404081"
S01006554,"	2.588029051"
S01006554,"	-2.613526139"
S01006554,"	5.195320999"
S01006554,"	-3.124911282"
S01006703,"	2.208099725"
S01006707,"	0.224123869"
