DataZone,"2011Code	TDS"
S01006894,"	4.810661422"
S01006894,"	-3.506355109"
S01006896,"	-4.632303884"
S01006906,"	-1.098541698"
S01006906,"	0.695357593"
S01006906,"	2.922766372"
S01006896,"	-2.601008438"
S01006896,"	-0.107211187"
S01006907,"	-4.156868008"
S01006908,"	-4.90686137"
S01006908,"	-2.667238341"
S01006908,"	3.508661582"
S01006908,"	1.076110847"
S01006908,"	-1.868774548"
S01006895,"	-2.509853614"
S01006897,"	-4.312089743"
S01006897,"	-2.374487144"
S01006896,"	-3.270036547"
S01006901,"	-3.198411478"
S01006896,"	-3.033260745"
S01006899,"	-2.600816362"
S01006898,"	-1.521885977"
S01006898,"	-4.15755675"
S01006898,"	-5.227900146"
S01006898,"	3.54682267"
S01006898,"	-4.039400076"
S01006898,"	-2.875423873"
S01006951,"	-3.74018859"
S01006951,"	-2.928356792"
S01006946,"	-3.834086793"
S01006948,"	-6.132524941"
S01006948,"	-5.899696884"
S01006948,"	-4.604610918"
S01006973,"	-3.78736136"
S01006973,"	-2.15769033"
S01006973,"	-5.821206399"
S01006974,"	-4.089536252"
S01006974,"	-3.48524785"
S01006974,"	-2.036201709"
S01006985,"	-1.050004025"
S01006985,"	-4.519519059"
S01006987,"	-0.021192455"
S01006985,"	-0.626058548"
S01006985,"	-4.581241971"
S01006987,"	-1.548898191"
S01006987,"	-0.681154602"
S01006987,"	-3.347359824"
S01006982,"	-4.473039469"
S01006982,"	2.071949356"
S01006982,"	-0.449445946"
S01006983,"	-5.732428815"
S01006998,"	-2.971828654"
S01007001,"	-1.479113684"
S01007000,"	-0.547037195"
S01007001,"	-4.030674651"
S01007001,"	-1.732476131"
S01007000,"	2.947399422"
S01007000,"	0.96958458"
S01007001,"	-1.847906887"
S01006963,"	-1.683910743"
S01006964,"	-4.558324723"
S01006963,"	-3.078147292"
S01006963,"	-4.275497985"
S01006963,"	-3.516675471"
S01006962,"	-2.932643568"
S01006963,"	-3.381958789"
S01006962,"	-5.637919825"
S01006962,"	-3.387578339"
S01006962,"	-3.946735224"
S01006962,"	-1.837820867"
S01006958,"	-3.310248052"
S01006958,"	-5.764535572"
S01006958,"	-2.735937525"
S01006958,"	-2.948971536"
S01006958,"	-3.111591033"
S01006958,"	-4.148453919"
S01006958,"	-4.679399263"
S01006959,"	-1.101691056"
S01006959,"	0.622899241"
S01006971,"	-0.358224376"
S01006965,"	-3.431210738"
S01006969,"	-3.740430441"
S01006968,"	-3.062745652"
S01006968,"	-2.851061957"
S01006965,"	-2.19388097"
S01006967,"	-3.719819625"
S01006968,"	-3.302369103"
S01006966,"	2.523983434"
S01006966,"	-2.291718581"
S01006966,"	1.502809655"
S01006966,"	-1.780127592"
S01006966,"	-4.344530011"
S01007068,"	-2.495708717"
S01007068,"	0.992569158"
S01007068,"	3.230732876"
S01007065,"	-0.257924772"
S01007065,"	-3.387397893"
S01007068,"	-2.83005143"
S01007068,"	-3.402174537"
S01007068,"	0.753484905"
S01007067,"	-3.459247935"
S01007067,"	-3.176383999"
S01007067,"	-0.632055638"
S01006991,"	-2.578825156"
S01006991,"	-0.533713726"
S01007066,"	-2.776015846"
S01007010,"	-0.856026306"
S01007010,"	-4.055515966"
S01007010,"	0.558202517"
S01007010,"	-0.404949111"
S01007012,"	3.454188658"
S01007012,"	4.790642588"
S01007012,"	0.436799203"
S01007012,"	1.829522201"
S01007012,"	2.437753113"
S01007011,"	-0.166105908"
S01007011,"	3.982747113"
S01007010,"	0.660635448"
S01007011,"	-2.946858114"
S01007010,"	-3.061416952"
S01007009,"	-1.203520778"
S01007009,"	-3.079061664"
S01007009,"	-0.339165557"
S01007009,"	-3.413015894"
S01007009,"	2.774267183"
S01007009,"	2.416003956"
S01007009,"	-0.232669331"
S01007008,"	2.51107735"
S01007011,"	2.538649164"
S01007010,"	-2.739941247"
S01007011,"	1.125580724"
S01007008,"	-3.266237427"
S01007008,"	-0.919899985"
S01007011,"	1.470285071"
S01007008,"	-1.403735741"
S01007008,"	-4.424978689"
S01007008,"	-0.324315944"
S01007009,"	-3.210796856"
S01007069,"	-1.242591742"
S01007069,"	3.410171293"
S01007069,"	-5.512398683"
S01007069,"	-4.18267428"
S01007070,"	0.699003048"
S01007070,"	-1.895921659"
S01007070,"	-2.520542166"
S01007069,"	0.348552878"
S01007069,"	-0.436973271"
S01007073,"	-4.702818695"
S01007076,"	-1.906425874"
S01007076,"	-2.907109635"
S01007072,"	0.78586207"
S01007076,"	-1.643127013"
S01007076,"	0.561341715"
S01007076,"	-0.186242784"
S01007076,"	-0.62854671"
S01007075,"	4.226182085"
S01007075,"	1.292846298"
S01007077,"	-0.490357936"
S01007077,"	-1.423597955"
S01007077,"	-4.72792085"
S01007075,"	0.842269273"
S01007075,"	-4.101144706"
S01007074,"	3.007432505"
S01007073,"	-0.707936083"
S01007080,"	-4.801189628"
S01007074,"	-5.837137428"
S01007073,"	-3.028635554"
S01007073,"	-5.554313987"
S01007080,"	2.058115068"
S01007080,"	1.603502253"
S01007080,"	-0.327089525"
S01007080,"	0.68006689"
S01007080,"	-0.631439269"
S01007078,"	0.708818697"
S01007079,"	6.198802548"
S01007078,"	1.244873961"
S01007078,"	3.933459229"
S01007079,"	-2.729502217"
S01007079,"	1.167363347"
S01007079,"	1.494924319"
S01007093,"	-3.784083251"
S01007078,"	-3.500546547"
S01007079,"	-3.325618351"
S01007079,"	-2.467489276"
S01007079,"	-0.944503951"
S01007080,"	-5.426023091"
S01007079,"	0.338224029"
S01007084,"	1.35544353"
S01007084,"	-5.388719144"
S01007084,"	-0.175462572"
S01007083,"	-0.454010674"
S01007083,"	5.638765873"
S01007083,"	2.797208069"
S01007083,"	2.720864801"
S01007083,"	3.120128388"
S01007094,"	-5.649614641"
S01007094,"	-5.779721432"
S01007081,"	-0.820250536"
S01007094,"	-6.033011775"
S01007094,"	-0.734517682"
S01007081,"	-0.269266703"
S01007094,"	-4.906591086"
S01007081,"	3.532408305"
S01007081,"	4.436783169"
S01007082,"	-1.396933714"
S01007082,"	3.352028933"
S01007082,"	0.839911322"
S01007088,"	7.813148736"
S01007088,"	5.752560763"
S01007088,"	3.116287446"
S01007081,"	2.774040262"
S01007082,"	3.384743183"
S01007082,"	1.382090022"
S01007081,"	-0.244939048"
S01007088,"	1.066466096"
S01007083,"	4.169966624"
S01007083,"	-0.756049689"
S01007083,"	3.466732178"
S01007088,"	3.108885106"
S01007087,"	2.497309627"
S01007087,"	4.085012082"
S01007087,"	3.356184321"
S01007087,"	6.544876445"
S01007087,"	1.113221502"
S01007086,"	4.636306075"
S01007086,"	5.438976211"
S01007086,"	4.007681297"
S01007085,"	5.060646784"
S01007085,"	-0.509726856"
S01007085,"	-0.694861766"
S01007086,"	5.860939593"
S01007086,"	5.713123693"
S01007085,"	2.660885049"
S01007085,"	2.963550261"
S01007085,"	-0.629709522"
S01007085,"	3.90697911"
S01007086,"	6.213249259"
S01007086,"	4.212209523"
S01007086,"	3.050402184"
S01007086,"	5.402017012"
S01007086,"	4.08986376"
S01007086,"	3.180752263"
S01007087,"	4.986914792"
S01007087,"	7.799140402"
S01007090,"	-2.926526879"
S01007090,"	-2.089228921"
S01007090,"	-1.247940668"
S01007092,"	0.107385061"
S01007090,"	-2.661025247"
S01007090,"	-5.101940081"
S01007089,"	-5.673623221"
S01007089,"	-2.211898921"
S01007077,"	2.185221873"
S01007073,"	-2.488697131"
S01007072,"	-3.326743276"
S01007073,"	-2.32431155"
S01007050,"	-0.230817372"
S01007050,"	-3.083874731"
S01007050,"	-2.299832197"
S01007050,"	0.859565144"
S01007050,"	-1.926927175"
S01007057,"	-4.269366199"
S01007058,"	-3.272342642"
S01007060,"	3.31464478"
S01007058,"	2.671064827"
S01007059,"	-1.263941409"
S01007059,"	1.346548551"
S01007059,"	-2.080883898"
S01007060,"	1.683855066"
S01007060,"	2.142066201"
S01007060,"	1.257108483"
S01007058,"	-3.074870303"
S01007058,"	1.523553049"
S01007060,"	0.832707454"
S01007059,"	-2.678310752"
S01007059,"	-1.828208663"
S01007051,"	-0.735492613"
S01007051,"	-5.556007069"
S01007051,"	-0.11836533"
S01007051,"	-0.422215876"
S01007096,"	-0.535027574"
S01007100,"	-3.667527352"
S01007096,"	2.561955216"
S01007100,"	-2.902520414"
S01007100,"	0.939496179"
S01007017,"	-0.197273797"
S01007017,"	0.881676904"
S01007020,"	-2.95987786"
S01007018,"	-3.361373718"
S01007018,"	-1.560774495"
S01007017,"	-0.171917724"
S01007017,"	-4.092380089"
S01007017,"	0.872391786"
S01007017,"	0.407708914"
S01007019,"	-0.0874943"
S01007019,"	0.37120098"
S01007020,"	-0.959447074"
S01007019,"	0.326707923"
S01007019,"	-5.633594374"
S01007019,"	-0.503476451"
S01007021,"	-2.642966962"
S01007021,"	-3.420830445"
S01007021,"	-2.617999649"
S01007021,"	-0.46604531"
S01007020,"	0.3971712"
S01007020,"	1.279474052"
S01007020,"	-1.309413399"
S01007042,"	-0.415339609"
S01007042,"	2.476266487"
S01007042,"	1.433431096"
S01007031,"	2.972791625"
S01007031,"	-1.939735201"
S01007030,"	0.801625662"
S01007030,"	0.965777499"
S01007030,"	-0.443088062"
S01007049,"	-2.47841121"
S01007049,"	2.889021622"
S01007049,"	1.595162093"
S01007049,"	-1.207903379"
S01007054,"	-1.573131374"
S01007054,"	-0.381793493"
S01007101,"	0.298368228"
S01007101,"	3.391460615"
S01007101,"	-3.992876299"
S01007101,"	2.572235154"
S01007101,"	2.573417468"
S01007106,"	-1.390473881"
S01007106,"	-1.514883485"
S01007106,"	-0.125502876"
S01007106,"	-0.325181337"
S01007036,"	-1.760711559"
S01007036,"	-2.982654049"
S01007036,"	-5.081906556"
S01007036,"	-2.665857762"
S01007036,"	-1.290123843"
S01007035,"	-0.148619168"
S01007035,"	2.200324542"
S01007035,"	3.947698416"
S01007035,"	2.118852695"
S01007035,"	0.780614668"
S01007035,"	3.85120668"
S01007035,"	-0.417113951"
S01007034,"	3.010031232"
S01007033,"	2.594742497"
S01007032,"	1.904555773"
S01007032,"	-1.68615034"
S01007034,"	-1.896130552"
S01007034,"	-0.597854228"
S01007034,"	-3.030587897"
S01007034,"	-1.670689342"
S01007032,"	-0.060699809"
S01007032,"	3.388707668"
S01007036,"	-0.402817565"
S01007032,"	4.334296538"
S01007032,"	4.902824853"
S01007032,"	2.280648486"
S01007032,"	1.734746688"
S01007041,"	-1.423729775"
S01007041,"	3.174414246"
S01007041,"	-1.442968177"
S01007041,"	-1.647462374"
S01007041,"	-2.50446568"
S01007041,"	-1.520519666"
S01007038,"	0.146436766"
S01007041,"	-1.988930735"
S01007038,"	1.077615503"
S01007038,"	2.455914072"
S01007038,"	-1.290648837"
S01007038,"	-1.008779444"
S01007038,"	-0.513550068"
S01007039,"	0.427502673"
S01007039,"	-2.215104629"
S01007039,"	3.891168668"
S01007039,"	4.855293169"
S01007039,"	-5.180324909"
S01007039,"	-4.118705282"
S01007040,"	1.390701531"
S01007037,"	-1.067819438"
S01007040,"	1.3723538"
S01007037,"	4.393737396"
S01007040,"	0.863280118"
S01007037,"	-1.471577503"
S01007037,"	3.678670896"
S01007040,"	-2.913453013"
S01007040,"	1.218214344"
S01007037,"	0.476203999"
S01007037,"	0.060023423"
S01007037,"	-0.531747472"
S01007044,"	-4.697365451"
S01007044,"	-1.460023434"
S01007025,"	1.873985713"
S01007025,"	0.683156541"
S01007025,"	-2.630271719"
S01007025,"	-3.648890583"
S01007025,"	3.242509997"
S01007025,"	-1.929456962"
S01007026,"	-1.804591992"
S01007026,"	3.823887196"
S01007026,"	-3.084516201"
S01007026,"	0.728335538"
S01007026,"	-1.251196795"
S01007027,"	-5.18375009"
S01007027,"	-3.597307399"
S01007027,"	-3.145489013"
S01007027,"	3.064789991"
S01007027,"	-0.593807344"
S01007027,"	2.725941977"
S01007116,"	-5.544637651"
S01007119,"	-0.715875875"
S01007119,"	-0.960373565"
S01007119,"	0.410942832"
S01007119,"	4.031536347"
S01007119,"	1.859973717"
S01007118,"	4.176866125"
S01007118,"	2.889426291"
S01007118,"	0.405375367"
S01007118,"	0.138417196"
S01007112,"	-3.419638415"
S01007112,"	-3.058765219"
S01007112,"	-2.984198269"
S01007113,"	-3.736740792"
S01007112,"	-4.453984647"
S01007114,"	-4.637495613"
S01007114,"	-4.976698858"
S01007124,"	0.83352966"
S01007124,"	2.336053069"
S01007124,"	-1.539330764"
S01007124,"	-2.847037911"
S01007124,"	-1.45000811"
S01007124,"	-0.194384297"
S01007123,"	-2.795247581"
S01007123,"	-4.063922219"
S01007123,"	0.044335358"
S01007120,"	4.098568915"
S01007120,"	1.548120524"
S01007120,"	0.916626755"
S01007120,"	2.583689982"
S01007120,"	-4.049325352"
S01007128,"	2.121127502"
S01007128,"	-1.604209637"
S01007128,"	0.496879692"
S01007128,"	-1.711321068"
S01007128,"	2.531040983"
S01007126,"	0.410159922"
S01007125,"	1.121016839"
S01007126,"	3.806737305"
S01007126,"	6.291950724"
S01007125,"	4.724583833"
S01007125,"	3.430834285"
S01007125,"	0.349356731"
S01007125,"	-4.378525897"
S01007125,"	0.086047939"
S01007127,"	4.57367185"
S01007127,"	-0.765923727"
S01007126,"	-0.689018132"
S01007126,"	6.150485869"
S01007121,"	1.590947467"
S01007127,"	4.664265311"
S01007127,"	2.651193354"
S01007127,"	5.58843596"
S01007127,"	5.160270451"
S01007113,"	-5.070179414"
S01007113,"	-2.908808182"
S01007121,"	1.399620325"
S01007121,"	1.083965806"
S01007113,"	-2.020373543"
S01007122,"	-3.345104958"
S01007122,"	0.249102167"
S01007122,"	-0.983629733"
S01007124,"	-0.712216223"
S01007123,"	-3.107985089"
S01007123,"	3.291875587"
S01007128,"	2.474073908"
S01007122,"	1.68803868"
S01007122,"	0.939248695"
S01007121,"	-4.575509843"
S01007112,"	-2.649385499"
S01007115,"	-2.742768201"
S01007114,"	-5.451712562"
S01007115,"	-2.244406922"
S01007103,"	-2.931475392"
S01007103,"	-2.190002247"
S01007103,"	-4.180846033"
S01007103,"	-2.143691989"
S01007103,"	-3.533211509"
S01007105,"	-2.233364026"
S01007105,"	-5.338260738"
S01007105,"	-5.246548706"
S01007110,"	1.682601754"
S01007110,"	0.061498483"
S01007110,"	3.12768913"
S01007111,"	0.353298145"
S01007110,"	-1.004442231"
S01007109,"	-0.253411174"
S01006865,"	-5.031732715"
S01006859,"	-1.387630883"
S01006867,"	-4.192542232"
S01006868,"	1.021642805"
S01006863,"	-3.753819883"
S01006851,"	-1.428541094"
S01006851,"	1.971132434"
S01006847,"	-6.240200312"
S01006851,"	-1.142191556"
S01006847,"	-5.822753293"
S01006847,"	-6.210263922"
S01006843,"	-4.644382173"
S01006845,"	-3.961901672"
S01006851,"	-2.013901463"
S01006854,"	-4.331990883"
S01006854,"	-6.1234767"
S01006870,"	-3.592323588"
S01006870,"	-2.505475625"
S01006871,"	-1.501374309"
S01006871,"	-3.573040604"
S01006930,"	-2.534125309"
S01006936,"	-4.066237276"
S01006938,"	-2.482477535"
S01006939,"	-2.896240532"
S01006937,"	-1.135769328"
S01006937,"	-5.623981914"
S01006925,"	-5.056135804"
S01006918,"	-4.631023129"
S01006918,"	-6.072805607"
S01006920,"	-5.865677284"
S01006920,"	-2.177681619"
S01006954,"	-6.01218188"
S01006952,"	-3.79179736"
S01007096,"	-5.426866991"
S01006904,"	-1.28066616"
S01006906,"	4.080845848"
S01006906,"	0.133774559"
S01006894,"	-4.260928059"
S01006902,"	3.801827268"
S01006896,"	-2.663841795"
S01006897,"	-2.060408031"
S01006900,"	-4.775021879"
S01006951,"	-3.885955756"
S01006974,"	-4.996959982"
S01006986,"	-2.662672453"
S01006987,"	2.259058576"
S01006985,"	-4.376327745"
S01007001,"	-3.404857223"
S01007001,"	-3.971916592"
S01006971,"	-3.862017709"
S01006959,"	3.632379654"
S01006959,"	-1.980236612"
S01006971,"	0.752494027"
S01006969,"	0.133021029"
S01006968,"	-5.657755045"
S01006980,"	-3.955677145"
S01007071,"	-2.821292619"
S01007071,"	-5.995582837"
S01006975,"	-4.446184244"
S01007011,"	2.305455354"
S01007011,"	0.214487194"
S01007009,"	-3.833280651"
S01007008,"	-0.98175665"
S01007070,"	-1.143802539"
S01007077,"	-3.168281163"
S01007074,"	0.601576951"
S01007074,"	-3.262795183"
S01007078,"	-5.499225663"
S01007080,"	2.058383092"
S01007084,"	-4.759244255"
S01007094,"	-4.655110394"
S01007094,"	-2.810351058"
S01007094,"	-0.685110369"
S01007086,"	3.14887059"
S01007085,"	-0.980600263"
S01007080,"	4.988216858"
S01007087,"	5.346144927"
S01007090,"	-3.474344319"
S01007092,"	1.169224632"
S01007063,"	-2.759605906"
S01007057,"	-5.542508444"
S01007051,"	-3.812441041"
S01007051,"	-2.088441449"
S01007051,"	-3.758614093"
S01007017,"	-3.037664775"
S01007019,"	-1.007002233"
S01007021,"	-2.404273021"
S01007049,"	-2.162334119"
S01007033,"	0.32949326"
S01007032,"	4.218680831"
S01007032,"	-2.227267594"
S01007037,"	-4.323807296"
S01007037,"	-3.387042589"
S01007015,"	-3.188445344"
S01007040,"	-0.917322305"
S01007026,"	-2.0260374"
S01007027,"	0.814196518"
S01007116,"	-3.438860962"
S01007116,"	-2.954986452"
S01007120,"	1.967720706"
S01007117,"	-4.506948949"
S01007124,"	-1.70167249"
S01007123,"	-2.367952433"
S01007113,"	-3.486073831"
S01007109,"	4.949084814"
S01007117,"	-3.217382522"
S01007031,"	-1.226610975"
S01007022,"	-4.317293323"
S01007013,"	-4.426679517"
S01007022,"	-2.928401043"
S01007022,"	1.742976672"
S01007056,"	-0.933085858"
S01007047,"	-3.087407264"
S01006928,"	-3.316495829"
S01006927,"	-3.535572315"
S01006927,"	-0.424259299"
S01006926,"	-1.366143149"
S01006926,"	-3.790235259"
S01006927,"	-3.848252366"
S01006926,"	-3.866914591"
S01006927,"	-4.995635811"
S01006927,"	-4.234919124"
S01006927,"	-4.271353149"
S01007043,"	-3.508364739"
S01007043,"	-4.67148545"
S01006944,"	-1.363987806"
S01006943,"	-3.73418144"
S01006943,"	-3.758729407"
S01006944,"	-5.154862076"
S01006944,"	-4.343710448"
S01006943,"	-5.019420855"
S01006881,"	-2.253517717"
S01007005,"	-1.994516004"
S01006984,"	-3.472609973"
S01006982,"	-2.134982091"
S01006982,"	-6.401219945"
S01006979,"	-2.639340407"
S01006979,"	-3.875687331"
S01006980,"	-1.969662312"
S01006978,"	-6.331045968"
S01006978,"	-0.598807138"
S01006981,"	-1.409705679"
S01006983,"	-1.038878907"
S01007006,"	-2.734729754"
S01007008,"	1.420868966"
S01007003,"	-4.713758043"
S01006997,"	-3.275317425"
S01007000,"	-4.005412702"
S01007000,"	-3.982437639"
S01006910,"	-5.547480005"
S01007047,"	-4.329659338"
S01006914,"	-0.16666746"
S01006919,"	-1.344977904"
S01006988,"	-5.176063451"
S01006988,"	3.157236085"
S01006988,"	-2.36642233"
S01006992,"	-2.545692715"
S01006990,"	-1.367275861"
S01006990,"	-3.87794726"
S01006990,"	-0.498324023"
S01006988,"	-6.001105166"
S01006952,"	-2.932708959"
S01006952,"	-5.872934716"
S01006957,"	-4.184336443"
S01006957,"	-3.918718313"
S01007046,"	-5.295285549"
S01006956,"	-1.672932306"
S01006956,"	-0.751734194"
S01006954,"	-4.444434234"
S01006954,"	-4.800522534"
S01006956,"	-4.899855006"
S01006856,"	1.047464019"
S01007108,"	-3.159033696"
S01006977,"	-1.521696875"
S01006977,"	0.148499469"
S01006976,"	-4.540967324"
S01007061,"	-5.678372113"
S01007061,"	-2.401299547"
S01007055,"	-3.307695748"
S01006852,"	-2.529616686"
S01006852,"	-4.45851852"
S01006848,"	-3.124461196"
S01006853,"	-2.417189366"
S01006812,"	-4.569733977"
S01006836,"	-3.557382688"
S01006836,"	-1.927100409"
S01006836,"	1.976640443"
S01006836,"	-6.324274795"
S01006834,"	-2.534233467"
S01006821,"	-5.895807346"
S01006819,"	-5.542708529"
S01007107,"	-4.364134915"
S01007107,"	-2.887203244"
S01006855,"	-3.009567107"
S01006855,"	-3.874445737"
S01006798,"	-1.446746145"
S01006873,"	-4.366993114"
S01006874,"	-2.87872382"
S01006797,"	-0.159971933"
S01006797,"	0.579906034"
S01006807,"	-3.063953262"
S01006807,"	-0.991299688"
S01006817,"	-2.835766114"
S01006813,"	-3.344083384"
S01006810,"	-4.301292771"
S01006810,"	-3.279748918"
S01006875,"	-1.358897497"
S01006879,"	-4.605905883"
S01006793,"	-1.293450148"
S01006793,"	-1.87645446"
S01006809,"	0.46016669"
S01006809,"	-1.057911622"
S01006805,"	-2.131439441"
S01006805,"	-2.643077414"
S01006813,"	-3.438618859"
S01006816,"	-4.72549565"
S01006816,"	-3.666058258"
S01007099,"	-1.488646162"
S01007099,"	-2.326038051"
S01006823,"	-1.146725859"
S01006825,"	-1.429151122"
S01006824,"	1.401254161"
S01006826,"	-5.12975431"
S01007102,"	-3.665217388"
S01006839,"	-2.189153206"
S01006841,"	-5.170895572"
S01006841,"	-4.566889338"
S01006789,"	-2.594352826"
S01007069,"	-3.857963188"
S01006790,"	-5.545051663"
S01006868,"	-5.549311633"
S01006868,"	-5.023067847"
S01006803,"	2.171627966"
S01006803,"	0.12315657"
S01006824,"	0.728557732"
S01006824,"	-2.825315967"
S01006837,"	-5.423838026"
S01006830,"	-4.122117499"
S01006843,"	-3.968757622"
S01006843,"	-4.179049991"
S01006844,"	-4.525630819"
S01006844,"	-4.615376938"
S01006937,"	-3.757009679"
S01006937,"	-2.375415065"
S01006906,"	1.042151163"
S01006906,"	2.556745244"
S01006901,"	2.934067849"
S01006901,"	3.378087766"
S01006967,"	-3.781689569"
S01006967,"	-6.243501811"
S01007118,"	-1.692739139"
S01007118,"	2.1075198"
S01007120,"	4.675201306"
S01007120,"	4.433346205"
S01006847,"	-3.609918032"
S01006847,"	-4.817161745"
S01007078,"	3.230090883"
S01007078,"	0.538800605"
S01007117,"	-4.178857461"
S01007117,"	-5.582280934"
S01007028,"	0.1139312"
S01007028,"	-0.784979218"
S01007024,"	-2.167638636"
S01007024,"	-2.120301222"
S01007024,"	-1.232990419"
S01007024,"	-5.652469068"
S01007023,"	0.593982939"
S01007023,"	-1.383235438"
S01007029,"	-1.247867163"
S01007028,"	-3.024638111"
S01007043,"	-4.395752793"
S01007028,"	-2.99795527"
S01007099,"	-1.766952506"
S01007099,"	-6.221438371"
S01007099,"	-3.710586986"
S01007095,"	-4.440509681"
S01007100,"	-3.084681647"
S01007052,"	-2.54453955"
S01007052,"	0.470750238"
S01007014,"	-2.276745777"
S01007015,"	-2.362466408"
S01007045,"	-0.258893106"
S01007045,"	-2.51200281"
S01006993,"	-4.065160892"
S01006993,"	-3.323003947"
S01007048,"	-4.065007631"
S01007048,"	-3.930176338"
S01006949,"	-4.647820904"
S01006949,"	-5.950512142"
S01006949,"	-2.679905492"
S01006948,"	-4.993968273"
S01006946,"	-4.274074239"
S01006946,"	-5.487259601"
S01006947,"	-3.026636724"
S01006934,"	-1.26562063"
S01006934,"	-3.19031502"
S01006886,"	-3.575786786"
S01006886,"	-0.395796844"
S01006880,"	-3.553820989"
S01006880,"	-4.182730926"
S01006880,"	-5.846397912"
S01006888,"	-2.48236889"
S01006888,"	-2.16701704"
S01006981,"	-2.773611203"
S01006981,"	-5.333962433"
S01006981,"	-4.836824793"
S01006972,"	-2.638736695"
S01006998,"	-6.106629943"
S01006998,"	-2.561880138"
S01006998,"	-3.893826226"
S01006998,"	-4.924198833"
S01006998,"	-3.493919724"
S01006999,"	-5.214606056"
S01007005,"	-4.617969753"
S01007005,"	-1.35314379"
S01006910,"	-3.970408837"
S01006886,"	-1.919694308"
S01006914,"	-4.203063546"
S01006912,"	-3.930116819"
S01006909,"	-4.896557614"
S01006909,"	-6.112675633"
S01006914,"	-4.285079484"
S01006914,"	-4.450563994"
S01006915,"	-2.858672562"
S01006915,"	-4.156660197"
S01006953,"	-6.353304619"
S01006953,"	-5.72435284"
S01006952,"	-5.200163391"
S01006857,"	-2.15927637"
S01006857,"	-1.111375248"
S01006977,"	0.37040312"
S01006960,"	-4.74824495"
S01006961,"	-6.135080251"
S01006961,"	-4.335143248"
S01006960,"	-5.026323829"
S01006960,"	-5.336542879"
S01006961,"	-4.557071698"
S01006970,"	-2.853440827"
S01006961,"	-4.064223622"
S01006960,"	-2.950755766"
S01006961,"	-4.016022714"
S01006960,"	-1.009842623"
S01006806,"	0.697168448"
S01006806,"	-3.04912178"
S01006811,"	-5.657398346"
S01006811,"	-1.056921202"
S01006812,"	-3.908477534"
S01006812,"	0.441957784"
S01006834,"	-5.914656754"
S01006837,"	-1.504658019"
S01006837,"	-4.7708961"
S01006834,"	-2.080705029"
S01006822,"	-3.359355102"
S01006822,"	-3.898056126"
S01006821,"	-3.206352861"
S01006818,"	-5.068523364"
S01006818,"	-2.659762127"
S01006818,"	-2.159146623"
S01006798,"	-3.03525235"
S01006798,"	-3.786996784"
S01006798,"	-3.585808411"
S01006873,"	-5.724000049"
S01006873,"	-1.633756214"
S01006873,"	-4.914185446"
S01006873,"	-2.052408912"
S01006872,"	-3.748724833"
S01006808,"	-3.727390837"
S01006808,"	-3.086298939"
S01006805,"	-2.756188469"
S01006808,"	-5.203311748"
S01006793,"	-2.918455979"
S01006792,"	-4.200725097"
S01006792,"	1.60786967"
S01006804,"	2.340096691"
S01006804,"	0.147899892"
S01006801,"	-3.255091821"
S01006801,"	-5.79992175"
S01006801,"	-2.514317994"
S01006813,"	-0.521112188"
S01006813,"	-2.81110203"
S01006813,"	-2.03925988"
S01006813,"	-1.601573091"
S01006814,"	-5.207331379"
S01006814,"	-4.152816317"
S01006814,"	-4.803639193"
S01006814,"	-3.232724446"
S01006816,"	-5.713527719"
S01006814,"	-2.121606853"
S01006816,"	1.056980985"
S01006816,"	-4.393476673"
S01006825,"	-3.717637164"
S01006825,"	-2.416374395"
S01006823,"	-6.336304679"
S01006823,"	-4.441334655"
S01006824,"	-0.200154935"
S01006824,"	-1.171313986"
S01006830,"	-1.871506463"
S01006830,"	-4.803417344"
S01006830,"	-2.350850071"
S01006830,"	2.084557852"
S01006826,"	-4.558227904"
S01006826,"	-3.397938235"
S01006838,"	-4.718158912"
S01006828,"	2.72110017"
S01006823,"	-0.612859616"
S01006840,"	-4.619082943"
S01006840,"	-3.030305779"
S01006839,"	-2.06002945"
S01006839,"	0.98951701"
S01006841,"	0.194819207"
S01006841,"	-5.429623155"
S01006841,"	-2.772711923"
S01006841,"	-3.246784794"
S01006841,"	-4.100811743"
S01006790,"	4.426797525"
S01006790,"	-1.374334092"
S01006868,"	-2.250046919"
S01006863,"	-3.297768021"
S01006861,"	-4.693858259"
S01006861,"	-1.156915759"
S01006861,"	-2.725204093"
S01006861,"	-5.933181172"
S01006863,"	-3.171015165"
S01006862,"	-3.451188792"
S01006862,"	-6.324274795"
S01006860,"	-0.93191594"
S01006860,"	-0.450833956"
S01006859,"	-4.072232053"
S01006859,"	-3.735422307"
S01006859,"	-6.183244421"
S01006859,"	-5.423313192"
S01006859,"	-4.257267264"
S01006859,"	-4.610333309"
S01006842,"	-4.084114389"
S01006844,"	-3.08312414"
S01006842,"	-3.734130968"
S01006842,"	-4.348537758"
S01006842,"	-6.113135852"
S01006851,"	0.094490767"
S01006842,"	-4.423828542"
S01006842,"	-4.525135786"
S01006842,"	-3.415806552"
S01006850,"	-3.664112023"
S01006850,"	-4.758816195"
S01006850,"	-3.098288747"
S01006795,"	-4.006002452"
S01006795,"	-2.708794938"
S01006794,"	-0.482203128"
S01006794,"	-6.360496901"
S01006799,"	1.315417561"
S01006799,"	-3.429002103"
S01006799,"	-2.669218248"
S01006799,"	-1.971868417"
S01006854,"	0.203345726"
S01006854,"	3.614688218"
