"","DataZone2011Code","TDS"
"11689","S01008029",-2.829858809
"11690","S01008029",-1.831031345
"11691","S01007933",0.1338274
"11692","S01007930",-3.608914339
"11693","S01007994",-4.16554393
"11694","S01007994",-5.508038953
"11695","S01007994",-3.082493081
"11696","S01007927",-2.062065588
"11697","S01007927",-4.937333178
"11698","S01007987",-4.043780475
"11699","S01007987",-4.420629867
"11700","S01007925",-2.076101791
"11701","S01007904",-1.545420539
"11702","S01007925",-2.049670285
"11703","S01007926",-3.549780469
"11704","S01007926",-3.964052106
"11705","S01007940",-3.065844416
"11706","S01007872",4.342750682
"11707","S01007878",0.785398571
"11708","S01007880",-1.953105554
"11709","S01007878",0.666100371
"11710","S01007877",-4.499909406
"11711","S01007906",-0.695964622
"11712","S01007905",4.957316453
"11713","S01007890",-0.00332669
"11714","S01007891",-2.600141744
"11715","S01007889",2.039195539
"11716","S01007913",3.243629217
"11717","S01007918",-1.375530941
"11718","S01007918",-1.529615341
"11719","S01007870",-3.317802408
"11720","S01007909",-0.82698625
"11721","S01007910",4.526864149
"11722","S01007910",-2.201345201
"11723","S01007886",1.796545031
"11724","S01007892",3.03537633
"11725","S01007880",-2.224497794
"11726","S01007896",1.566422749
"11727","S01007903",2.559923032
"11728","S01008020",-6.29396829
"11729","S01007882",-2.356864313
"11730","S01007881",-2.503436906
"11731","S01008014",-0.842181879
"11732","S01008019",-6.358130661
"11733","S01008018",-4.399839246
"11734","S01007887",-2.027923073
"11735","S01007969",-0.64928554
"11736","S01007969",3.093590447
"11737","S01007977",2.608528245
"11738","S01007977",-1.373594679
"11739","S01007977",-4.308584743
"11740","S01007964",1.76079822
"11741","S01007973",0.866467177
"11742","S01007973",-4.568676503
"11743","S01007973",-5.99934158
"11744","S01007973",-4.772783724
"11745","S01007974",1.457540675
"11746","S01007976",1.070727278
"11747","S01008009",0.881236522
"11748","S01007899",-3.815318859
"11749","S01008010",-1.602447698
"11750","S01008010",-5.372266166
"11751","S01008009",5.449346007
"11752","S01008009",3.097243273
"11753","S01008010",-0.316188
"11754","S01008007",3.901786352
"11755","S01007899",-1.224935791
"11756","S01007997",-0.172228321
"11757","S01008007",-0.573079941
"11758","S01007904",-0.615431863
"11759","S01007870",0.698819675
"11760","S01007984",-1.839851201
"11761","S01007989",3.21706698
"11762","S01007989",1.758348619
"11763","S01007956",1.592631584
"11764","S01008020",-1.89518686
"11765","S01007952",0.680965175
"11766","S01007947",-2.273831711
"11767","S01007879",-0.564746174
"11768","S01007878",-0.844312732
"11769","S01007878",4.609069284
"11770","S01007878",4.898193385
"11771","S01007914",3.354373498
"11772","S01007915",1.58252313
"11773","S01008020",-1.595079415
"11774","S01007962",-1.012073687
"11775","S01007962",-1.168868269
"11776","S01008003",1.352776838
"11777","S01008004",2.52681541
"11778","S01007983",4.090524261
"11779","S01007984",-0.710294026
"11780","S01007949",1.830345144
"11781","S01007952",2.062234669
"11782","S01008026",2.44541832
"11783","S01008027",0.332528811
"11784","S01007882",-6.393761207
"11785","S01007882",-2.641108046
"11786","S01007880",-3.671555085
"11787","S01007880",0.922543498
"11788","S01007961",-2.506968356
"11789","S01007961",-4.864974716
"11790","S01007929",-4.431444925
"11791","S01007929",-2.011900719
"11792","S01007927",-3.283086601
"11793","S01007926",-2.235686593
"11794","S01007871",4.96219269
"11795","S01007871",3.241358779
"11796","S01007873",2.139222435
"11797","S01007873",-2.375901097
"11798","S01007879",-0.017541823
"11799","S01007879",1.957512354
"11800","S01007907",3.019002879
"11801","S01007906",4.659042266
"11802","S01007890",-4.860402927
"11803","S01007891",-2.19088361
"11804","S01007891",0.708346451
"11805","S01007912",-1.702987422
"11806","S01007912",-2.625545331
"11807","S01007918",6.921486525
"11808","S01007918",0.265738757
"11809","S01007913",4.735622464
"11810","S01007917",-4.510996491
"11811","S01007919",-3.74839276
"11812","S01007919",-2.426913213
"11813","S01007919",-6.493554125
"11814","S01007919",-4.823284501
"11815","S01007883",-1.259564667
"11816","S01007883",2.054446672
"11817","S01007893",-2.201470828
"11818","S01007893",-5.678071973
"11819","S01007892",-5.932994659
"11820","S01007892",-2.200460514
"11821","S01007895",-3.87971297
"11822","S01007895",3.298521011
"11823","S01007893",0.034705808
"11824","S01007893",-3.527357546
"11825","S01007893",-3.150693116
"11826","S01007894",-5.265874806
"11827","S01007894",0.848358196
"11828","S01007896",2.066786621
"11829","S01007896",2.5365512
"11830","S01008012",2.418649937
"11831","S01008012",0.420076979
"11832","S01008015",3.880238911
"11833","S01008015",2.665470107
"11834","S01008012",0.873412759
"11835","S01008012",-2.57498487
"11836","S01008012",3.595397117
"11837","S01008012",1.527120661
"11838","S01007978",3.903189061
"11839","S01007978",1.362488159
"11840","S01007978",-0.73668264
"11841","S01008011",-1.033602645
"11842","S01008011",5.592463643
"11843","S01008011",0.685431062
"11844","S01008006",5.961764284
"11845","S01008003",-1.083741485
"11846","S01008003",-2.213757656
"11847","S01008003",4.354032532
"11848","S01008002",1.370811847
"11849","S01008001",3.934815188
"11850","S01008001",5.077047535
"11851","S01008001",4.609729029
"11852","S01008000",5.446762573
"11853","S01008000",3.376235151
"11854","S01008000",4.191433799
"11855","S01007993",-2.156155209
"11856","S01007995",-3.938302433
"11857","S01007995",-6.345290361
"11858","S01007995",-3.713635186
"11859","S01007995",-6.073011596
"11860","S01007994",-3.418077112
"11861","S01007994",-5.664041072
"11862","S01007992",-3.468709054
"11863","S01007992",-4.525594085
"11864","S01007991",-2.827968474
"11865","S01007991",-2.744666758
"11866","S01007996",-3.587588179
"11867","S01007991",-5.685870362
"11868","S01007992",-3.197453803
"11869","S01007991",-4.322408505
"11870","S01007991",-3.246477212
"11871","S01007991",-6.203360989
"11872","S01007991",-3.103159557
"11873","S01007979",1.071467213
"11874","S01007979",-3.587667935
"11875","S01007985",-1.393977016
"11876","S01007985",6.948116288
"11877","S01007990",-6.308224421
"11878","S01007990",-0.580680651
"11879","S01007989",0.912612602
"11880","S01007990",2.377065112
"11881","S01007958",5.799431578
"11882","S01007954",4.871144372
"11883","S01007954",-0.454785711
"11884","S01008025",-3.345615105
"11885","S01008030",0.781905233
"11886","S01008031",1.534925835
"11887","S01007937",0.218433572
"11888","S01007937",-2.900466542
"11889","S01007937",-3.40633215
"11890","S01007935",0.889297465
"11891","S01007935",2.103154642
"11892","S01007935",0.513445086
"11893","S01007932",-3.183028161
"11894","S01007934",4.520399146
"11895","S01007934",-4.456920403
"11896","S01007936",-3.875051786
"11897","S01007936",-4.089536252
"11898","S01007931",-2.125077225
"11899","S01007931",-0.052376324
"11900","S01007963",3.584827954
"11901","S01007966",3.160745927
"11902","S01007963",7.167938267
"11903","S01007887",-1.926004676
"11904","S01007887",-5.073985657
"11905","S01007911",3.39597873
"11906","S01007911",-4.838672905
"11907","S01007911",2.616704467
"11908","S01007897",-2.748159391
"11909","S01007919",-4.266451159
"11910","S01007897",-2.920694194
"11911","S01008023",-4.549215603
"11912","S01008023",-3.053972631
"11913","S01008024",-3.250160511
"11914","S01008024",-1.41407601
"11915","S01008024",-3.407567421
"11916","S01008024",-4.309944451
"11917","S01008023",-2.634104951
"11918","S01008023",-6.316914824
"11919","S01008023",-4.62111073
"11920","S01008045",-2.471526765
"11921","S01008045",-1.566181084
"11922","S01008086",-1.913772414
"11923","S01008085",1.642610538
"11924","S01008161",-1.31847267
"11925","S01008161",-3.184252106
"11926","S01008161",-3.352755889
"11927","S01008156",-2.410282609
"11928","S01008156",-3.025755054
"11929","S01008135",-3.594822234
"11930","S01008146",-0.50103842
"11931","S01008146",0.33158299
"11932","S01008074",-3.057266921
"11933","S01008074",-4.26726042
"11934","S01008074",-4.700083677
"11935","S01008074",-3.561638242
"11936","S01008074",-5.088143389
"11937","S01008075",-3.930291779
"11938","S01008075",-5.727390437
"11939","S01008075",-3.429281163
"11940","S01008073",-2.937441514
"11941","S01008073",-4.153761483
"11942","S01008074",-4.387038842
"11943","S01008074",-3.147422572
"11944","S01008074",-2.802206186
"11945","S01008071",-5.547808809
"11946","S01008071",-4.734575297
"11947","S01008071",-3.172160435
"11948","S01008070",-1.865360689
"11949","S01008070",-2.639787126
"11950","S01008070",-3.621044177
"11951","S01008070",-2.956821176
"11952","S01008069",-2.413024992
"11953","S01008069",-3.428239783
"11954","S01008069",-1.371403206
"11955","S01008069",-3.025304571
"11956","S01008069",-2.3042297
"11957","S01008069",-0.84078593
"11958","S01008068",-1.983288765
"11959","S01008070",-5.715169367
"11960","S01008069",-1.918904579
"11961","S01008070",-4.148774963
"11962","S01008071",-4.251569029
"11963","S01008071",-3.129713423
"11964","S01008071",-4.725827092
"11965","S01008069",-2.98574455
"11966","S01008068",-0.337048157
"11967","S01008068",-3.252025995
"11968","S01008068",-5.655504263
"11969","S01008067",-6.061118149
"11970","S01008068",-6.493554125
"11971","S01008068",-4.95993061
"11972","S01008076",-3.372052984
"11973","S01008068",-3.61471942
"11974","S01008068",-3.069682073
"11975","S01008081",-1.601620251
"11976","S01008081",-4.921051562
"11977","S01008081",-1.49184587
"11978","S01008082",-4.219383833
"11979","S01008081",-1.503847281
"11980","S01008081",-4.19120746
"11981","S01008083",-4.043961038
"11982","S01008082",-4.843213286
"11983","S01008082",-3.118130188
"11984","S01008082",-3.150045898
"11985","S01008082",-3.330769359
"11986","S01008083",-1.342704741
"11987","S01008083",-2.740784442
"11988","S01008083",-6.019692066
"11989","S01008083",-4.166203604
"11990","S01008078",-6.25219451
"11991","S01008078",-2.740598833
"11992","S01008078",-2.926470832
"11993","S01008078",-4.581971045
"11994","S01008078",-3.63166742
"11995","S01008078",0.819388107
"11996","S01008079",-6.006894698
"11997","S01008078",-5.914923993
"11998","S01008079",-3.434400301
"11999","S01008079",-4.398149362
"12000","S01008079",-2.794955682
"12001","S01008079",-2.238376804
"12002","S01008079",-0.671530614
"12003","S01008079",-6.38976949
"12004","S01008080",-4.49521335
"12005","S01008080",-6.027710017
"12006","S01008076",-3.70833496
"12007","S01008080",0.276392286
"12008","S01008080",-1.973959345
"12009","S01008076",-4.251375322
"12010","S01008080",-2.335030575
"12011","S01008080",-5.914656754
"12012","S01008080",-3.138089151
"12013","S01008076",-2.592697193
"12014","S01008076",-5.177270627
"12015","S01008076",0.012091159
"12016","S01008077",-1.455113727
"12017","S01008077",-4.951181114
"12018","S01008077",-4.066924771
"12019","S01008077",-3.686327025
"12020","S01008077",-3.399014833
"12021","S01008077",-3.943657814
"12022","S01008077",-2.49922844
"12023","S01008054",-5.411917096
"12024","S01008054",-2.368000405
"12025","S01008054",-1.725449458
"12026","S01008054",0.827722524
"12027","S01008054",0.69720967
"12028","S01008054",-4.915367803
"12029","S01008054",-4.901099016
"12030","S01008055",-3.222767718
"12031","S01008055",-5.836066706
"12032","S01008056",-4.990212432
"12033","S01008056",-2.122183712
"12034","S01008056",-3.680455557
"12035","S01008056",-6.272735754
"12036","S01008056",-1.909184817
"12037","S01008057",-2.938616875
"12038","S01008057",-5.008984815
"12039","S01008057",-4.927355679
"12040","S01008057",-2.268473714
"12041","S01008057",-2.473112168
"12042","S01008050",-1.903469771
"12043","S01008051",-5.502275308
"12044","S01008057",-3.140941274
"12045","S01008057",-3.446616388
"12046","S01008055",-3.78219404
"12047","S01008055",-3.798238531
"12048","S01008055",-2.673850971
"12049","S01008055",-3.95117487
"12050","S01008055",-6.204105439
"12051","S01008052",-3.89166611
"12052","S01008055",-4.857938977
"12053","S01008053",-1.466962654
"12054","S01008053",-3.284358787
"12055","S01008053",-4.622407554
"12056","S01008053",-3.929597286
"12057","S01008052",-5.987031048
"12058","S01008053",-3.805029884
"12059","S01008052",-4.119205885
"12060","S01008052",-3.215418919
"12061","S01008052",-3.63481563
"12062","S01008052",-4.73746263
"12063","S01008051",-6.147605344
"12064","S01008052",-1.871648723
"12065","S01008051",-2.16516061
"12066","S01008051",-4.053514966
"12067","S01008051",-4.76839474
"12068","S01008051",-1.781266794
"12069","S01008051",-4.251303405
"12070","S01008067",-6.213367648
"12071","S01008067",-3.859860354
"12072","S01008066",-3.689201341
"12073","S01008066",-3.563531974
"12074","S01008066",-3.525414009
"12075","S01008066",-6.34308361
"12076","S01008066",-4.863750891
"12077","S01008066",-3.495874748
"12078","S01008065",-4.638390496
"12079","S01008065",-4.229600771
"12080","S01008065",-2.935026183
"12081","S01008065",-4.406368754
"12082","S01008065",-3.807682207
"12083","S01008065",-2.963520368
"12084","S01008063",-5.465561278
"12085","S01008063",-3.995252644
"12086","S01008063",-4.572989006
"12087","S01008063",-2.763716915
"12088","S01008064",2.756594141
"12089","S01008064",-0.204739804
"12090","S01008064",0.755475318
"12091","S01008064",-0.277686108
"12092","S01008062",-2.442190786
"12093","S01008062",-2.591478577
"12094","S01008062",-4.295352564
"12095","S01008062",-5.876758417
"12096","S01008062",-2.926252911
"12097","S01008061",-1.069628459
"12098","S01008062",-3.100084815
"12099","S01008062",-5.538952941
"12100","S01008062",-5.609401022
"12101","S01008059",-2.832703632
"12102","S01008059",-6.278801874
"12103","S01008060",-2.745319462
"12104","S01008059",-4.657961733
"12105","S01008059",-3.069764122
"12106","S01008060",-3.84836454
"12107","S01008060",-5.924557051
"12108","S01008102",-0.714053098
"12109","S01008102",0.334064593
"12110","S01008103",0.157453189
"12111","S01008102",-1.164634914
"12112","S01008105",1.756334453
"12113","S01008103",-1.483468586
"12114","S01008102",-0.230915536
"12115","S01008102",-1.774412318
"12116","S01008103",0.581307952
"12117","S01008103",2.227394397
"12118","S01008103",1.658049131
"12119","S01008103",-5.132361408
"12120","S01008111",-5.916972823
"12121","S01008111",-1.561931332
"12122","S01008111",-1.312987725
"12123","S01008111",-1.203942365
"12124","S01008111",-5.752867899
"12125","S01008104",-1.739058147
"12126","S01008104",0.016696503
"12127","S01008104",0.428142135
"12128","S01008104",1.997490355
"12129","S01008104",0.373916572
"12130","S01008104",2.473320707
"12131","S01008104",2.366109896
"12132","S01008105",4.667542618
"12133","S01008105",1.747654851
"12134","S01008105",3.834468978
"12135","S01008105",0.84859963
"12136","S01008105",1.977634504
"12137","S01008106",0.122262186
"12138","S01008106",4.014906837
"12139","S01008106",3.913517685
"12140","S01008106",3.72506694
"12141","S01008106",1.803294583
"12142","S01008107",-1.373385802
"12143","S01008107",-4.170429081
"12144","S01008107",-4.153284016
"12145","S01008106",0.968844864
"12146","S01008107",-3.212186514
"12147","S01008107",-3.90369399
"12148","S01008110",-1.287665159
"12149","S01008110",-1.042834529
"12150","S01008109",-1.200646257
"12151","S01008110",-3.79466854
"12152","S01008108",-3.791733494
"12153","S01008109",-3.460657924
"12154","S01008108",-2.838546475
"12155","S01008109",-1.999267166
"12156","S01008109",-3.164680097
"12157","S01008113",-2.901815438
"12158","S01008108",-3.968757622
"12159","S01008108",-3.160773256
"12160","S01008109",-1.210863355
"12161","S01008108",-4.133893898
"12162","S01008113",-1.412646841
"12163","S01008113",-3.558819446
"12164","S01008109",-2.932474842
"12165","S01008112",-2.934627107
"12166","S01008112",-3.143275191
"12167","S01008112",-2.596386698
"12168","S01008113",-2.352209107
"12169","S01008112",-2.391971541
"12170","S01008114",-5.929471607
"12171","S01008113",-3.983513788
"12172","S01008112",-4.054807739
"12173","S01008112",-3.507182457
"12174","S01008111",-5.599896132
"12175","S01008111",-2.629951831
"12176","S01008112",-3.200685723
"12177","S01008114",-2.368804429
"12178","S01008114",-1.871293752
"12179","S01008114",-2.587629274
"12180","S01008113",-3.261762603
"12181","S01008113",-2.081460923
"12182","S01008115",-1.348137844
"12183","S01008114",-2.677506307
"12184","S01008115",-1.600601278
"12185","S01008115",-1.498425975
"12186","S01008115",-1.170384692
"12187","S01008115",-2.660092074
"12188","S01008115",-3.143057367
"12189","S01008101",-1.036391013
"12190","S01008100",-3.338316643
"12191","S01008100",-1.561402627
"12192","S01008101",0.341846912
"12193","S01008100",-2.125353298
"12194","S01008100",-2.219762604
"12195","S01008099",-3.271447261
"12196","S01008097",-3.387766279
"12197","S01008099",-0.263948372
"12198","S01008097",-0.70438083
"12199","S01008098",-2.322006394
"12200","S01008098",-1.543222148
"12201","S01008098",-2.000505285
"12202","S01008098",-4.551327125
"12203","S01008097",-3.668331837
"12204","S01008098",-3.613191532
"12205","S01008100",-0.948314346
"12206","S01008096",-3.878237646
"12207","S01008096",-3.778212156
"12208","S01008096",-3.204243398
"12209","S01008095",-4.17103331
"12210","S01008096",-2.569092063
"12211","S01008095",-3.533888142
"12212","S01008095",-0.996670425
"12213","S01008095",-1.803350429
"12214","S01008096",-3.920149928
"12215","S01008095",-0.793510251
"12216","S01008095",1.985172405
"12217","S01008094",-2.066874255
"12218","S01008096",-3.228296736
"12219","S01008094",-2.303941671
"12220","S01008092",0.552478246
"12221","S01008092",-2.707327804
"12222","S01008092",-4.589050513
"12223","S01008092",-1.327269185
"12224","S01008092",-2.190841261
"12225","S01008092",-3.418228981
"12226","S01008092",-5.929471607
"12227","S01008092",-2.61102452
"12228","S01008090",-3.291033454
"12229","S01008091",-4.470604691
"12230","S01008091",-3.341496208
"12231","S01008090",-2.543074989
"12232","S01008090",-3.92581676
"12233","S01008090",-1.149218229
"12234","S01008093",-1.164394342
"12235","S01008093",-1.400319299
"12236","S01008093",-1.401442721
"12237","S01008093",-2.055810249
"12238","S01008093",-5.616031793
"12239","S01008093",-5.073905525
"12240","S01008093",-2.702192029
"12241","S01008088",-3.431081016
"12242","S01008088",-2.404961593
"12243","S01008093",-2.776694606
"12244","S01008090",-3.280879976
"12245","S01008089",-5.382303379
"12246","S01008089",-2.365907551
"12247","S01008089",-3.095060349
"12248","S01008090",1.874337876
"12249","S01008089",-2.260953653
"12250","S01008088",-5.893376875
"12251","S01008088",-3.327362585
"12252","S01008087",-3.225420785
"12253","S01008088",0.938321254
"12254","S01008088",-5.204164184
"12255","S01008088",-3.840118932
"12256","S01008087",-3.780670674
"12257","S01008089",-1.368628563
"12258","S01008087",-1.982952549
"12259","S01008087",-4.600454413
"12260","S01008087",-2.090772602
"12261","S01008087",-4.248091612
"12262","S01008101",1.539372169
"12263","S01008049",-4.332082183
"12264","S01008049",-3.985002489
"12265","S01008049",-4.271901588
"12266","S01008049",-5.906873043
"12267","S01008049",-3.670374394
"12268","S01008049",-3.341528792
"12269","S01008045",-1.015352321
"12270","S01008044",-4.752421789
"12271","S01008044",-4.689520566
"12272","S01008045",1.49439637
"12273","S01008046",-2.199500015
"12274","S01008046",-1.192657346
"12275","S01008046",1.26456351
"12276","S01008047",-3.037942057
"12277","S01008047",-2.612219818
"12278","S01008048",-4.148636626
"12279","S01008048",-3.263055449
"12280","S01008048",-2.198128173
"12281","S01008047",-2.270046135
"12282","S01008047",-1.353468128
"12283","S01008047",-3.629986163
"12284","S01008046",4.385225704
"12285","S01008046",2.967331935
"12286","S01008037",0.088061338
"12287","S01008037",-0.456834871
"12288","S01008046",0.384810719
"12289","S01008047",-2.342751775
"12290","S01008039",2.682991414
"12291","S01008039",-3.194369854
"12292","S01008046",2.155453914
"12293","S01008037",2.399306688
"12294","S01008038",0.05914187
"12295","S01008037",0.431908895
"12296","S01008037",0.283667291
"12297","S01008037",1.590979377
"12298","S01008038",0.122240647
"12299","S01008036",-3.129751523
"12300","S01008036",-3.891692345
"12301","S01008036",-2.71495449
"12302","S01008036",-5.120302927
"12303","S01008036",-4.28989899
"12304","S01008038",-0.958516089
"12305","S01008038",0.680761007
"12306","S01008038",1.501542272
"12307","S01008038",0.81330495
"12308","S01008039",-1.60168387
"12309","S01008039",-0.56060119
"12310","S01008039",0.590614086
"12311","S01008039",1.741922422
"12312","S01008039",-2.379640831
"12313","S01008041",-2.259389135
"12314","S01008039",-0.75606287
"12315","S01008041",-2.983004076
"12316","S01008041",-1.913541209
"12317","S01008040",-0.97684798
"12318","S01008040",-3.233145237
"12319","S01008040",-6.009385415
"12320","S01008040",-5.925694685
"12321","S01008040",-4.292516234
"12322","S01008035",-2.133801678
"12323","S01008035",-3.424893338
"12324","S01008035",-4.120935984
"12325","S01008041",-3.141583323
"12326","S01008041",-0.644470927
"12327","S01008041",-2.318997859
"12328","S01008046",0.456430496
"12329","S01008042",-1.522175015
"12330","S01008044",-3.694303162
"12331","S01008044",-6.29396829
"12332","S01008043",-4.506818195
"12333","S01008043",-3.26543986
"12334","S01008043",-2.580023011
"12335","S01008043",-5.855067689
"12336","S01008043",-6.240200312
"12337","S01008043",-6.493554125
"12338","S01008044",-2.89012813
"12339","S01008042",-2.410853227
"12340","S01008042",-3.377441982
"12341","S01008042",-5.087768867
"12342","S01008136",1.864811052
"12343","S01008136",1.521293597
"12344","S01008136",-5.151732468
"12345","S01008130",2.874147449
"12346","S01008134",-0.211784451
"12347","S01008134",-3.716610122
"12348","S01008134",-1.677065726
"12349","S01008133",3.009464406
"12350","S01008133",-1.4248271
"12351","S01008133",-3.414103027
"12352","S01008133",3.817227368
"12353","S01008133",1.354065829
"12354","S01008135",2.755504134
"12355","S01008152",-1.798333484
"12356","S01008132",-2.429257274
"12357","S01008132",-2.183120586
"12358","S01008132",-2.883217439
"12359","S01008132",-3.953013228
"12360","S01008132",-3.311356273
"12361","S01008132",-2.581106476
"12362","S01008136",1.151833114
"12363","S01008136",1.635762845
"12364","S01008136",-1.584333481
"12365","S01008137",5.33812758
"12366","S01008137",4.824457016
"12367","S01008136",-0.558821424
"12368","S01008139",-0.055194988
"12369","S01008136",0.575222117
"12370","S01008137",5.091536692
"12371","S01008137",2.781925628
"12372","S01008137",7.637435944
"12373","S01008137",5.670639634
"12374","S01008137",5.102482515
"12375","S01008152",1.517992033
"12376","S01008138",3.279044456
"12377","S01008152",4.098881521
"12378","S01008138",2.536956393
"12379","S01008138",4.743906413
"12380","S01008152",2.330417877
"12381","S01008152",2.77276778
"12382","S01008150",2.484420593
"12383","S01008152",1.688961379
"12384","S01008152",0.026544891
"12385","S01008152",1.183086089
"12386","S01008152",2.775213345
"12387","S01008150",-0.287988779
"12388","S01008150",0.562438775
"12389","S01008150",0.410009909
"12390","S01008150",0.560656444
"12391","S01008150",-2.512652002
"12392","S01008150",3.437150159
"12393","S01008149",-1.897091979
"12394","S01008147",0.359964604
"12395","S01008147",2.252910426
"12396","S01008147",1.706662758
"12397","S01008147",2.694705052
"12398","S01008147",-3.467836839
"12399","S01008149",-3.79400797
"12400","S01008149",0.614228562
"12401","S01008151",3.775952432
"12402","S01008151",0.34601919
"12403","S01008149",4.604045637
"12404","S01008149",0.773248027
"12405","S01008149",0.071567302
"12406","S01008151",1.63388069
"12407","S01008151",0.619978769
"12408","S01008151",1.748619564
"12409","S01008151",-0.219121702
"12410","S01008151",-2.156864597
"12411","S01008138",3.70747198
"12412","S01008138",5.346193116
"12413","S01008138",3.146229072
"12414","S01008138",6.771687423
"12415","S01008138",4.565013034
"12416","S01008139",5.166750793
"12417","S01008139",0.262248034
"12418","S01008139",3.39132115
"12419","S01008140",2.067812995
"12420","S01008140",2.674411013
"12421","S01008140",-2.266757984
"12422","S01008139",1.061355717
"12423","S01008144",-3.423152121
"12424","S01008130",2.892673493
"12425","S01008130",3.572013583
"12426","S01008130",0.205486908
"12427","S01008130",-0.848888401
"12428","S01008129",-1.489258164
"12429","S01008129",3.075596378
"12430","S01008130",2.986729309
"12431","S01008130",1.637295307
"12432","S01008129",1.665799646
"12433","S01008129",-1.132416819
"12434","S01008130",-1.060644359
"12435","S01008130",-0.498680431
"12436","S01008129",2.755054829
"12437","S01008129",-0.410087487
"12438","S01008129",0.340382303
"12439","S01008129",2.088557564
"12440","S01008128",-0.702857908
"12441","S01008129",-0.978141865
"12442","S01008128",-1.512837141
"12443","S01008128",-2.374006515
"12444","S01008128",-3.310981591
"12445","S01008128",-6.050346432
"12446","S01008128",-4.381069805
"12447","S01008143",-0.776850419
"12448","S01008141",-1.351571137
"12449","S01008141",-3.747782493
"12450","S01008141",-1.549757414
"12451","S01008139",3.485268189
"12452","S01008139",-2.368451863
"12453","S01008148",3.16391717
"12454","S01008139",-1.914753983
"12455","S01008148",3.51688792
"12456","S01008148",-3.892945604
"12457","S01008144",-1.29174566
"12458","S01008142",-2.396365807
"12459","S01008141",-3.776914792
"12460","S01008141",-2.1856929
"12461","S01008142",-3.339835175
"12462","S01008142",-2.980518267
"12463","S01008142",-2.845156135
"12464","S01008143",4.056983191
"12465","S01008144",-5.976478484
"12466","S01008143",3.335561775
"12467","S01008143",0.286992787
"12468","S01008143",-0.395726873
"12469","S01008143",2.34625254
"12470","S01008143",0.492129961
"12471","S01008143",0.88596697
"12472","S01008119",1.522023387
"12473","S01008119",4.048762325
"12474","S01008119",3.324459513
"12475","S01008127",-3.741979633
"12476","S01008117",-5.1960382
"12477","S01008117",-6.227261334
"12478","S01008116",-2.06937459
"12479","S01008116",-5.604553528
"12480","S01008116",-4.332787522
"12481","S01008116",-2.750079108
"12482","S01008116",-3.095846117
"12483","S01008116",-3.690731792
"12484","S01008117",-3.454122031
"12485","S01008117",-2.133298336
"12486","S01008117",-2.063622067
"12487","S01008117",-1.215898415
"12488","S01008118",0.891051694
"12489","S01008117",1.798319165
"12490","S01008118",-0.550019392
"12491","S01008118",-1.012666655
"12492","S01008118",-0.359504819
"12493","S01008118",0.813174068
"12494","S01008116",-3.712336344
"12495","S01008121",-2.699704685
"12496","S01008120",-4.072102581
"12497","S01008120",-1.647674293
"12498","S01008122",-3.323537575
"12499","S01008122",-4.047884142
"12500","S01008122",-2.267519358
"12501","S01008127",-3.002071406
"12502","S01008121",-3.926259665
"12503","S01008122",-3.852693753
"12504","S01008121",-2.498235704
"12505","S01008121",-4.950517763
"12506","S01008121",-6.021805787
"12507","S01008123",-1.918975511
"12508","S01008123",-6.333885457
"12509","S01008123",-5.148197754
"12510","S01008123",-3.878128697
"12511","S01008123",-4.39128366
"12512","S01008123",-0.537416608
"12513","S01008125",-3.967795071
"12514","S01008125",-5.18072073
"12515","S01008124",-3.963871792
"12516","S01008124",-2.411368078
"12517","S01008126",-4.714471136
"12518","S01008125",-3.288467032
"12519","S01008125",-5.357518312
"12520","S01008126",-4.550651433
"12521","S01008126",-2.69570841
"12522","S01008126",-2.625715685
"12523","S01008126",-3.689516109
"12524","S01008124",-3.883505458
"12525","S01008124",-4.868301914
"12526","S01008124",-1.597532366
"12527","S01008125",-3.767165554
"12528","S01008125",-4.182241032
"12529","S01008125",-2.29731478
"12530","S01008085",-4.67065141
"12531","S01008085",-6.105747394
"12532","S01008085",-3.97595083
"12533","S01008085",-4.17968992
"12534","S01008086",2.941262673
"12535","S01008086",-1.083977799
"12536","S01008084",-3.236592863
"12537","S01008084",-2.645894874
"12538","S01008084",-3.977435024
"12539","S01008084",0.348124439
"12540","S01008084",-5.73271758
"12541","S01008086",-4.549186212
"12542","S01008086",-4.343057733
"12543","S01008086",-2.249247717
"12544","S01008145",2.224827265
"12545","S01008145",2.108729031
"12546","S01008145",3.094668016
"12547","S01008146",3.03708767
"12548","S01008146",5.723139764
"12549","S01008146",3.053987192
"12550","S01008145",1.950601386
"12551","S01008153",-3.488785551
"12552","S01008153",-3.073943343
"12553","S01008153",-3.273267978
"12554","S01008153",-2.470666137
"12555","S01008155",-3.568872474
"12556","S01008153",-2.522682091
"12557","S01008155",-2.993222081
"12558","S01008154",-3.959013188
"12559","S01008154",-3.689257463
"12560","S01008154",-2.131300141
"12561","S01008154",-3.595468967
"12562","S01008154",0.222933763
"12563","S01008154",-0.819304933
"12564","S01008156",1.018125459
"12565","S01008154",-0.628204251
"12566","S01008156",-4.482368144
"12567","S01008156",1.516434411
"12568","S01008156",2.882142029
"12569","S01008156",0.740215059
"12570","S01008157",-2.629918965
"12571","S01008157",-3.255454373
"12572","S01008157",-0.551996408
"12573","S01008162",2.270777326
"12574","S01008162",0.701172416
"12575","S01008162",-0.473192712
"12576","S01008160",2.434468943
"12577","S01008162",-1.822116347
